"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.4d69";"checkpoint.7y1f";"checkpoint.fqea";"Question.Key";"Response"
"11";1594197844620;"08/07/2020 08:44:04";1594197844410;"-5";"08/07/2020 03:44:04";18755;5;"questionnaire-89vf";NA;5957112;"5ea90de5a5bad5377430424a";1677875;NA;"complete";NA;"5f0582b53c0c4201235381ef";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1280x800";"1260x695";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"3"
"12";1594197844620;"08/07/2020 08:44:04";1594197844410;"-5";"08/07/2020 03:44:04";18755;5;"questionnaire-89vf";NA;5957112;"5ea90de5a5bad5377430424a";1677875;NA;"complete";NA;"5f0582b53c0c4201235381ef";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1280x800";"1260x695";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"13";1594197844620;"08/07/2020 08:44:04";1594197844410;"-5";"08/07/2020 03:44:04";18755;5;"questionnaire-89vf";NA;5957112;"5ea90de5a5bad5377430424a";1677875;NA;"complete";NA;"5f0582b53c0c4201235381ef";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1280x800";"1260x695";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"14";1594197844620;"08/07/2020 08:44:04";1594197844410;"-5";"08/07/2020 03:44:04";18755;5;"questionnaire-89vf";NA;5957112;"5ea90de5a5bad5377430424a";1677875;NA;"complete";NA;"5f0582b53c0c4201235381ef";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1280x800";"1260x695";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"comment";""
"15";1594197844620;"08/07/2020 08:44:04";1594197844411;"-5";"08/07/2020 03:44:04";18755;5;"questionnaire-89vf";NA;5957112;"5ea90de5a5bad5377430424a";1677875;NA;"complete";NA;"5f0582b53c0c4201235381ef";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1280x800";"1260x695";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"20217"
"1";1594197944984;"08/07/2020 08:45:44";1594197920038;"1";"08/07/2020 09:45:20";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594197978212;"08/07/2020 08:46:18";1594197953333;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex";"female"
"3";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"4";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"age";""
"5";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-3";"portuguese"
"9";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"country";"portugal"
"10";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"11";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education-quantised";"5"
"12";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Some knowledge as amateur"
"13";1594197978322;"08/07/2020 08:46:18";1594197953335;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"2"
"14";1594197978322;"08/07/2020 08:46:18";1594197953336;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1594197978322;"08/07/2020 08:46:18";1594197953336;"1";"08/07/2020 09:45:53";18755;5;"questionnaire-89vf";NA;5957154;"5ea3066769713007dfc5f1c3";1677873;NA;"complete";NA;"5f0582b401ba9e0117ab42a9";"computer";"Desktop or Laptop";"Mac OS 10.15.5";"Chrome 83.0.4103.116";"1440x900";"1392x765";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"33298"
"1";1594198076205;"08/07/2020 08:47:56";1594198075641;"2";"08/07/2020 10:47:55";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594198150484;"08/07/2020 08:49:10";1594198149954;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"3";1594198150562;"08/07/2020 08:49:10";1594198149958;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"4";1594198150562;"08/07/2020 08:49:10";1594198149958;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"age";"21"
"5";1594198150562;"08/07/2020 08:49:10";1594198149958;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2";"left-handed"
"6";1594198150562;"08/07/2020 08:49:10";1594198149958;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"2"
"7";1594198150562;"08/07/2020 08:49:10";1594198149958;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"74318"
"9";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"country";"Netherlands"
"10";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"11";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"education-quantised";"5"
"12";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"13";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"3"
"14";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1594198150562;"08/07/2020 08:49:10";1594198149959;"2";"08/07/2020 10:49:09";18755;5;"questionnaire-89vf";NA;5957173;"5e9822781c48fa016d3ea705";1677871;NA;"complete";NA;"5f0582b20b6c66017d922620";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"2400x1350";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"response-3";"Dutch"
"1";1594198165836;"08/07/2020 08:49:25";1594198165974;"1";"08/07/2020 09:49:25";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1920x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1594198189343;"08/07/2020 08:49:49";1594198189479;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"3";1594198189467;"08/07/2020 08:49:49";1594198189480;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"4";1594198189467;"08/07/2020 08:49:49";1594198189480;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"age";""
"5";1594198189467;"08/07/2020 08:49:49";1594198189480;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1594198189467;"08/07/2020 08:49:49";1594198189480;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1594198189467;"08/07/2020 08:49:49";1594198189480;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"23507"
"9";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"country";"United Kingdom"
"10";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"education";"PhD"
"11";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"education-quantised";"7"
"12";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"13";1594198189467;"08/07/2020 08:49:49";1594198189481;"1";"08/07/2020 09:49:49";18755;5;"questionnaire-89vf";NA;5957188;"5bec2847ac6b780001fec122";1677874;NA;"complete";NA;"5f0582b2c025b5000a929f4a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1920x1080";"1903x937";"after demographic";"demographic";4;"BRAC1_vertAL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
