Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;counterbalance-9qvq;checkpoint-ngg1;checkpoint-nubw;checkpoint-t5ey;Question Key;Response
11;1591180648425;03/06/2020 10:37:28;1591180647759;2;03/06/2020 12:37:27;18619;2;questionnaire-b579;;5287187;5d1cfc4ee950480015366f7b;1489054;;complete;;5ed7784e8d04bb0252d38841;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;education-quantised;4
12;1591180648425;03/06/2020 10:37:28;1591180647759;2;03/06/2020 12:37:27;18619;2;questionnaire-b579;;5287187;5d1cfc4ee950480015366f7b;1489054;;complete;;5ed7784e8d04bb0252d38841;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1591180648425;03/06/2020 10:37:28;1591180647759;2;03/06/2020 12:37:27;18619;2;questionnaire-b579;;5287187;5d1cfc4ee950480015366f7b;1489054;;complete;;5ed7784e8d04bb0252d38841;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1591180648425;03/06/2020 10:37:28;1591180647759;2;03/06/2020 12:37:27;18619;2;questionnaire-b579;;5287187;5d1cfc4ee950480015366f7b;1489054;;complete;;5ed7784e8d04bb0252d38841;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;comment;
15;1591180648425;03/06/2020 10:37:28;1591180647759;2;03/06/2020 12:37:27;18619;2;questionnaire-b579;;5287187;5d1cfc4ee950480015366f7b;1489054;;complete;;5ed7784e8d04bb0252d38841;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;response-3;polish
1;1591180680624;03/06/2020 10:38:00;1591180680781;1;03/06/2020 11:38:00;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1536x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1591180735318;03/06/2020 10:38:55;1591180735514;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;sex;male
3;1591180735412;03/06/2020 10:38:55;1591180735518;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;sex-quantised;1
4;1591180735412;03/06/2020 10:38:55;1591180735518;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;age;22
5;1591180735412;03/06/2020 10:38:55;1591180735518;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;response-2;right-handed
6;1591180735412;03/06/2020 10:38:55;1591180735519;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;response-2-quantised;1
7;1591180735412;03/06/2020 10:38:55;1591180735519;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;response-2-text;
8;1591180735412;03/06/2020 10:38:55;1591180735519;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;response-3;English
9;1591180735412;03/06/2020 10:38:55;1591180735519;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;country;United Kingdom
10;1591180735412;03/06/2020 10:38:55;1591180735520;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;education;Bachelor degree
11;1591180735412;03/06/2020 10:38:55;1591180735520;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;education-quantised;5
12;1591180735412;03/06/2020 10:38:55;1591180735520;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1591180735412;03/06/2020 10:38:55;1591180735521;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1591180735412;03/06/2020 10:38:55;1591180735521;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;comment;Took me a while to get that greater was on the left and not the right
15;1591180735412;03/06/2020 10:38:55;1591180735522;1;03/06/2020 11:38:55;18619;2;questionnaire-b579;;5287232;5d0a9e4590da3200177ca97c;1489066;;complete;;5ed77852f350d703c814448a;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x864;demographics done;demographic;4;BRAC2_horiAA_1st300;Consents given;exp done;demographics done;END QUESTIONNAIRE;54741
1;1591180687317;03/06/2020 10:38:07;1591180690930;1;03/06/2020 11:38:10;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1591180723273;03/06/2020 10:38:43;1591180726941;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;sex;male
3;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;sex-quantised;1
4;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;age;26
5;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;response-2;left-handed
6;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;response-2-quantised;2
7;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;response-2-text;
8;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;response-3;Portuguese
9;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;country;Portual
10;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;education;Some university/higher education but no degree
11;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;education-quantised;4
12;1591180723351;03/06/2020 10:38:43;1591180726943;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1591180723351;03/06/2020 10:38:43;1591180726944;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1591180723351;03/06/2020 10:38:43;1591180726944;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;comment;
15;1591180723351;03/06/2020 10:38:43;1591180726944;1;03/06/2020 11:38:46;18619;2;questionnaire-b579;;5287233;5eb7624752ea80693d86b263;1489057;;complete;;5ed7785104840a017b6e09c1;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiLA_1st300;Consents given;exp done;demographics done;END QUESTIONNAIRE;36014
1;1591180698501;03/06/2020 10:38:18;1591180698717;2;03/06/2020 12:38:18;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1591180788744;03/06/2020 10:39:48;1591180788964;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;sex;male
3;1591180788884;03/06/2020 10:39:48;1591180788966;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;sex-quantised;1
4;1591180788884;03/06/2020 10:39:48;1591180788967;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;age;20
5;1591180788884;03/06/2020 10:39:48;1591180788967;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-2;right-handed
6;1591180788884;03/06/2020 10:39:48;1591180788968;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-2-quantised;1
7;1591180788884;03/06/2020 10:39:48;1591180788968;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-2-text;
8;1591180788884;03/06/2020 10:39:48;1591180788968;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-3;Polish
9;1591180788884;03/06/2020 10:39:48;1591180788968;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;country;Poland
10;1591180788884;03/06/2020 10:39:48;1591180788968;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;education;Some university/higher education but no degree
11;1591180788884;03/06/2020 10:39:48;1591180788969;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;education-quantised;4
12;1591180788884;03/06/2020 10:39:48;1591180788969;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1591180788884;03/06/2020 10:39:48;1591180788969;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1591180788884;03/06/2020 10:39:48;1591180788969;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;comment;
15;1591180788884;03/06/2020 10:39:48;1591180788969;2;03/06/2020 12:39:48;18619;2;questionnaire-b579;;5287239;5e91e5ba42eb130009d29588;1489056;;complete;;5ed77857988386204167ec03;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;END QUESTIONNAIRE;90252
1;1591180787936;03/06/2020 10:39:47;1591180786506;1;03/06/2020 11:39:46;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1920x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1591180818052;03/06/2020 10:40:18;1591180816656;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;sex;female
3;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;sex-quantised;2
4;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;age;29
5;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;response-2;right-handed
6;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;response-2-quantised;1
7;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;response-2-text;
8;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;response-3;English
9;1591180818177;03/06/2020 10:40:18;1591180816658;1;03/06/2020 11:40:16;18619;2;questionnaire-b579;;5287259;5ebe9ba752363c05058883d8;1489055;;complete;;5ed7785037984c1f6729a07b;computer;Desktop or Laptop;Windows 8.1;Chrome 83.0.4103.61;1920x1080;1903x969;demographics done;demographic;4;BRAC2_horiLL_1st0;Consents given;exp done;demographics done;country;England
