"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.4d69";"checkpoint.7y1f";"checkpoint.fqea";"Question.Key";"Response"
"12";1590775314662;"29/05/2020 18:01:54";1590775313807;2;"29/05/2020 20:01:53";18723;2;"questionnaire-89vf";NA;5209343;"SN4";1463400;NA;"complete";"aomzqv";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"13";1590775314662;"29/05/2020 18:01:54";1590775313807;2;"29/05/2020 20:01:53";18723;2;"questionnaire-89vf";NA;5209343;"SN4";1463400;NA;"complete";"aomzqv";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"3"
"14";1590775314662;"29/05/2020 18:01:54";1590775313808;2;"29/05/2020 20:01:53";18723;2;"questionnaire-89vf";NA;5209343;"SN4";1463400;NA;"complete";"aomzqv";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1590775314662;"29/05/2020 18:01:54";1590775313808;2;"29/05/2020 20:01:53";18723;2;"questionnaire-89vf";NA;5209343;"SN4";1463400;NA;"complete";"aomzqv";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1280x720";"1263x610";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"52249"
"1";1591194425825;"03/06/2020 14:27:05";1591194425710;2;"03/06/2020 16:27:05";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1591194527833;"03/06/2020 14:28:47";1591194527615;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"sex";"female"
"3";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"4";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"age";"26"
"5";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"response-3";"German"
"9";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"country";"Germany"
"10";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"education";"High school diploma"
"11";1591194527951;"03/06/2020 14:28:47";1591194527617;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"education-quantised";"3"
"12";1591194527951;"03/06/2020 14:28:47";1591194527618;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Some knowledge as amateur"
"13";1591194527951;"03/06/2020 14:28:47";1591194527618;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"2"
"14";1591194527951;"03/06/2020 14:28:47";1591194527618;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"comment";""
"15";1591194527951;"03/06/2020 14:28:47";1591194527618;2;"03/06/2020 16:28:47";18723;2;"questionnaire-89vf";NA;5290712;"TE7";1490052;NA;"complete";"olbgub";NA;"computer";"Desktop or Laptop";"Mac OS 10.15.4";"Safari 13.1";"1440x900";"1440x812";"after demographic";"demographic";4;"BRAC1_vertLL_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"101908"
"1";1591282542626;"04/06/2020 14:55:42";1591282541961;2;"04/06/2020 16:55:41";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1591282592604;"04/06/2020 14:56:32";1591282592057;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"sex";"female"
"3";1591282592698;"04/06/2020 14:56:32";1591282592062;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"4";1591282592698;"04/06/2020 14:56:32";1591282592062;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"age";"27"
"5";1591282592698;"04/06/2020 14:56:32";1591282592063;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1591282592698;"04/06/2020 14:56:32";1591282592063;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"7";1591282592698;"04/06/2020 14:56:32";1591282592064;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"8";1591282592698;"04/06/2020 14:56:32";1591282592064;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"response-3";"German"
"9";1591282592698;"04/06/2020 14:56:32";1591282592064;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"country";"Germany"
"10";1591282592698;"04/06/2020 14:56:32";1591282592065;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"education";"High school diploma"
"11";1591282592698;"04/06/2020 14:56:32";1591282592065;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"education-quantised";"3"
"12";1591282592698;"04/06/2020 14:56:32";1591282592065;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"13";1591282592698;"04/06/2020 14:56:32";1591282592066;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"3"
"14";1591282592698;"04/06/2020 14:56:32";1591282592066;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"comment";""
"15";1591282592698;"04/06/2020 14:56:32";1591282592066;2;"04/06/2020 16:56:32";18723;2;"questionnaire-89vf";NA;5315943;"RC4";1490053;NA;"complete";"hlwuqg";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x864";"after demographic";"demographic";4;"BRAC1_horiLL_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"50106"
"1";1591284149132;"04/06/2020 15:22:29";1591283715155;2;"04/06/2020 17:15:15";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1920x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"2";1591284210248;"04/06/2020 15:23:30";1591283776354;2;"04/06/2020 17:16:16";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1903x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"3";1591284210373;"04/06/2020 15:23:30";1591283776355;2;"04/06/2020 17:16:16";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1903x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"4";1591284210373;"04/06/2020 15:23:30";1591283776356;2;"04/06/2020 17:16:16";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1903x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"age";"26"
"5";1591284210373;"04/06/2020 15:23:30";1591283776356;2;"04/06/2020 17:16:16";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1903x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"6";1591284210373;"04/06/2020 15:23:30";1591283776356;2;"04/06/2020 17:16:16";18723;2;"questionnaire-89vf";NA;5318030;"XT8";1465592;NA;"complete";"uzfvee";NA;"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1920x1080";"1903x969";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
